texte,vrai,prédit,correct
"When I bought my house 10 years ago, I opened a line of credit that I never used. 
In XX/XX/XXXX I try to use that credit line and was told the account was going to be expire and close on XX/XX/XXXX. 
Now the bank is charging {$510.00} for XXXX XXXX. 
Another bank is holding the mortgage on the property and since it was a lapse of time between the transition of changing insurance company the bank assigned a flood insurance which was canceled after I sent them proof of insurance and was not charged for it. 
Bank of America on the other hand is charging me on a closed account a temporary flood insurance an extremely large amount of {$510.00} for 2 months service. 
This is very abusive since the 12 months of flood insurance cost XXXX",Bank account or service,Mortgage,False
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX These addresses are errors.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
There is unauthorized inquiries on my report that were supposed to be removed 3 months ago and are still there so my issue has not been resolved.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I have attempted to have an account from XXXX XXXX removed from my credit reports. I contacted each of the 3 major credit bureaus explaining that I do not have an account with neither of the companies listed on my credit report ( XXXX XXXX   or XXXX  XXXX XXXX XXXX ). I was told I can enter a dispute which takes 30 days to complete. Each time I put in a dispute I literally received an alert within 24 saying my dispute has been resolved with know change. In mid XXXX I contacted each bureau again asking what is the method for verifying this is my account considering I'm reporting it does not belong to me. I was told they contact the creditor and if I want more information to contact the creditor directly. 

Starting back in XXXX I've reached out to the company XXXX XXXX XXXX XXXX collecting on behalf of XXXX XXXX. The first couple of times I called ( only verifying my named, I was told I took out a loan online in XX/XX/XXXX. I explained I don't know who this company is nor have I taken out a loan with them. I've also asked for documentation with my identity information ( SS, address, DOB, dates, times and my signature on it ). To this date I have not received anything from either company. I also made a point to ask why I never received any calls or delinquent letters of collection. Neither rep could answer my questions. When I did a check on XXXX XXXX through XXXX XXXX XXXX XXXX, I see that XXXX XXXX XXXX is dissolved. I mentioned this to XXXX XXXX and basically that was brushed off and they still asked me to pay them. 

I need immediate help from CFPB, my identity has been stolen 4 times within the last 7 years. This is not my debt and I would like it removed from my credit report immediately. Trying to resolve the issue with XXXX XXXX has been frustrating and time consuming to say the least. This is literally the only bill on my report and it is damaging my credit.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"My name is XXXX not XXXX, XXXX, XXXX these names are erroneous. I never lived in XXXX MS nor have I ever worked at XXXX. The last four of my social security number is erroneous as well. I have never filed Bankruptcy.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
Been paying NAVIENT every month for years yet they fail to credit my account and report me in default every month -- -totally destroying my credit reports plus never responding to my queries. No payments forwarded to my school debt they take my money and keep it for themselves -- -RETURN MY PAYMENTS AND MY CREDIT!!!!!,Student loan,Student loan,True
"This past summer I recieved a call from United recovery systems in their attempt to collect a debt for XXXX who had been sending said notice to address i hadnt lived at in almost 3 years and calling an out of service number which is why i hadnt paid it I did n't know about it. I spoke to a young man and we discussed the situation and i agreed that the account they were attempting to collect was in fact mine and requested to have communication about the aforementioned to my current address, but it never came. Then the calls started coming in. Some lady named XXXX XXXX would call me daily more than once and leave voicemails, so many so that I had to block her number from calling me while I waited for the paper communication for the debt which never came. I recently got a new phone and got into contact with XXXX XXXX aND she told me it was n't my right to have a paper communication of my debt sent to me and that all it would tell me is exactly the information what she was telling me on the phone, I told her okay aND that I 'd call her back when I had the funds to begin payments on what I owed, so since i got the new phone XXXX XXXX number was no longer on my auto reject list. She called me once this morning and I work on XXXX and told her I was unableto talk and that I would call her back when I got a chance and to please not call me again, well XXXX hours later she called me again even though I asked her not to. I have since contacted XXXX and paid half of the debt I owe directly through them",Debt collection,Debt collection,True
"On XX/XX/2016 both XXXX and XXXX asked us to make a payment outside of escrow and off the HUD "" so that it does n't mess up the HUD and brings down the balance needed to get an approval ''. This request was repeated on XXXX and XXXX by XXXX. 

The negotiator and the negotiator 's manager, XXXX, said that an upper level VP in USBank told him to make these requests. 

***The Vice-Presidents at USBANK are DIRECTING THE NEGOTIATOR, ESCROW, BUYER, SELLER AND ALL AGENTS IN THIS TRANSACTION TO COMMIT FRAUD BY GIVING DIRECTION FOR THE SELLER TO SEND THEM MONEY OUTSIDE OF ESCROW -- -- - AND THEREBY HIDING THE MONEY FROM XXXX .",Mortgage,Mortgage,True
"Credit Bureaus failed to address score factor, which resulted in approving personal loan, credit card applications. Insist on reporting accounts as adverse or maybe considered negative. Inconsistency in credit scores. No justification received. Credit bureau data input does not warrant accounts being reported as adverse/considered negative. 
See attached for additional information.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I graduated in XX/XX/XXXX with XXXX degree. Began paying on loans 6 months later when into repayment status. Entered school again in XX/XX/XXXX or XX/XX/XXXX..XXXX loans into deferment. Obtain more loans for XXXX school. Graduated in XX/XX/XXXX. Started repaying loans in XX/XX/XXXX. Have been in repayment status since then. Now it is XX/XX/XXXX. All of my loans still have basically the same principal balance if not more than started. I noticed this when my loans were sold from ACS education to XXXX. The loans were also listed in forbearance status and were not listed as repayment status until XX/XX/XXXX - which is incorrect! I have paid the whole time and never requested forbearance. I contacted ombudsman. Initial person could not get a response from ACS. My account was transferred to another person and they quickly closed the case and said the info on studentaid.gov was incorrect. I think my payments were incorrectly applied to my loan accounts. How can I have paid for over 10 years on a XXXX loan and now owe over XXXX?? Someone please please help me! 
AND my name is spelled incorrectly on the studentaid.gov. I 'm not even sure these are my correct loans or what has happened. All I know is after paying on loans for 12 years the principle should be lower then the dispersed amount.",Student loan,Student loan,True
"I deposited a check for {$50000.00} drawn on a XXXX bank into my Citibank HELOC on Thursday morning, XXXX XXXX. Today the local Citibank branch manager told me that the funds would not be available to draw until Saturday XXXX XXXX - XXXX from the day the money was deposited.","Money transfer, virtual currency, or money service",Bank account or service,False
XXXX mtg reporting account XXXX as XXXX owing and XXXX days past due. It reports open XXXX with no credit limit but a payment of {$260.00} and XXXX balance. I have never had an account with XXXX mtg with this information ... unsure if it 's error or somebody else 's account. needs to be removed from all XXXX major reporting agencies,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Continuation of previous complaint : Go Financial has sent correspondence to my disputes and complaints with the credit bureaus, BBB, and CFPB. The information they sent continues to show proof of several violations and discrepancies with this invalidated debt. Go Financial states on the Redemption and reinstate form that the vehicle was repossessed on XX/XX/16, however they state on another document that it was repossessed on XX/XX/16. The notice that they are required to send me per NC law about the sell of the vehicle is dated XX/XX/16 and XX/XX/16 on another document. This notice was never received by me which suggests that it was possibly forged to serve this purpose. Per NC law they are required to notify me of the date, time and place of the sell of the vehicle if it was sold at an auction. Their letter states that I was notified that the vehicle will be sold at anytime within 10 days of the letter at a private sale, but continues to read that it was actually sold at an auction in which they never notified me of the date, time, or location -- the location on their documents only notify me of where the vehicle was being stored. Their failure to provide this information conflicts with NC State Law which decides what a creditor can and cant do. ( NCGS ) On the explanation of deficiency they lists that I owe XXXX without fees, but they are reporting a different amount on my credit report which they have never sent me a breakdown reflecting the new charges. I find this company to be in violation of my rights under the FCRA. They have failed at providing me with accurate, clear, or validated information. Even with so many discrepancies they continue to report as accurate on my credit reports after investigation. With so many discrepancies directly from them, there is no way to validate what is accurate. They have also violated the laws of NC by being unable to provide any receipts or verifiable information that they notified me specifically about the sale of the vehicle to provide me with an opportunity to attend the sale.",Debt collection,Vehicle loan or lease,False
"Over the five years since my bankruptcy, this debt collection company has called my place of employment telling co-workers and bosses that may wages will be garnished, and i will be served. I provide them with my lawyers name and number, but they never call. 

Today they called and left a message on the main number stating "" this is XXXX XXXX and there has been a complaint filed against you. Please you or your attorney contact the age at XXXX. '' When I called they said a judgement was granted against me and they were going to garnish my wages now that they were able to verify my employment.",Debt collection,Debt collection,True
"XXXX XXXX are reporting on a XXXX XXXX debt on my collection report. A different agency by the name of CBE Group are now reporting the same debt as well. This debt is for XXXX XXXX XXXX. I 've spoken with a rep with CBE Group the first week of XX/XX/XXXX and paid {$87.00} owed for services, the remaining balane of {$170.00} I advised her I did not owe because I had already returned the service equipment. I am no longer liable for the debt with CBE Group or XXXX XXXX, and under no circumstances should two collection agencies be reporting on the same debt.",Debt collection,Debt collection,True
"I had received a medical debt from XXXX XXXX, I put in a dispute against them because it was a workmans comp claim, I then was contacted by National Recovery Agency who was also claiming the same debt. I filed disputes with both company 's and XXXX XXXX had it removed, I have made several contacts with NRA and they continue to deny my request they are very rude and disrespectful even after I submitted the paper work to them. I want this debt removed based on that I XXXX her owe this debt or I 'll be filing a law suite !",Debt collection,Debt collection,True
"I can not afford a lawyer, but I have tried to fix my credit in every way possible. XXXX, XXXX, and Experian REFUSES to remove items off of my credit report that were CLEARLY identity fraud. I provided police reports on several occasion. Ive sent in copies of my Drivers license, SS card, utility bills, FTC complain forms, detailed account information, AND police Reports ... and EVERY SINGLE form they asked for. ALL they did in return was either deny the claim, or say they never received proof, just like in my previous complaint. I will now move forward and file a complaint with the FTC, and I will look into what other avenues I can pursue. I am trying to sell my home, and buy a new one ... and because my identity was stolen I am STUCK. I need this rectified ASAP. I have done ALL I can do.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
I originally obtained the student loan with XXXX XXXX from XX/XX/XXXX to XX/XX/XXXX. I call myself consollidating the loans for {$1000.00} with an 8 % interest rate and another loan for {$10000.00} with an 4 % interest rate. I did n't know that the {$1000.00} loan of 8 % would bring my {$10000.00} loan of 4 % up the 8 %. That caused me to have a {$11000.00} loan with an 8 % interest rate. I filed a complaint with you all on XXXX XXXX stating that XXXX XXXX should have informed me that my payments would go up because the interest rate went higher on the {$10000.00} loan which is loan shark practice. Nothing happened from my complaint. XXXX XXXX only transferred or sold my loans to Navient. Now Navient is the loan company who ruinded my credit because mh loan have exploded to almost {$30000.00} even though I have paid over {$20000.00} on it.,Student loan,Student loan,True
"In 2010 I had financial trouble and asked for a refinance for lower payments, which they did but I had to sign a lien against my house for over XXXX dollars which is due when my house is paid off. Only XXXX actually went towards my home. The other XXXX the bank PNC Mortgage kept for themselves, I 'm assuming for the fees they charge. I have always been bitter about this and just recently learned about CFPB. Maybe someone can look into what they did and see if it was legitimate.",Mortgage,Mortgage,True
EOS CCA has flagged my credit report and everything that i have researched calls this company a SCAM.my account with them they claim is closed so why is it still on my credit report? I do n't feel i should pay this collection agency if it 's closed and has been well over XXXX yrs old if the original company closed the account and i ca n't find who the original company is for verification.i truely believe this company is a scam,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"received e mail from TRUE ACCORD XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX CA XXXX ON XX/XX/2019 SEEKING COLLECTION OF A DEBT FROM XXXX A PAYDAY LOAN COMPANY. I INFORMED THEM THAT THESE LOANS WERE PROHIBITED IN NEW JERSEY AN GAVE THE NJ STATUTE ANN.tit. 17,1 et seq., NJ STAT ANN. 2C : 21-19., NJ STAT. ANN. 17 : 15A-47 I HAD BORROWED {$800.00} and Paid back {$960.00} and considered this matter closed I disputed the validity and amount they were attempting to collect which was {$1600.00}",Debt collection,"Payday loan, title loan, or personal loan",False
"Chase refused to give me a credit after I disputed the transaction. The merchant refused to give me a credit even though they delivered a product to the wrong address. After the the merchant sent XXXX documentation CLEARLY SHOWING it was delivered to an address that was not the delivery address, Chase still refuses to give me a credit for the amount. I talked to XXXX, a disputes supervisor and he was unsystematic and completely unwilling to help me find a solution to the issue. They are clearly colluding with the merchant and not protecting the their customers art all.",Credit card or prepaid card,Credit card or prepaid card,True
"I have a a unverified account from EOS CCA # XXXX. I had previously disputed this account. I have never done business with EOS CCA. Pursuant to the Fair Debt Collection Practices Act ( FDCPA ) 15 U.S.C.1692g, I dispute the validity of the debt EOS CCA purport I owe. I no longer wish to receive phone calls from this company for any reasons. 
I request that EOS CCA Provide verification of the following : 1. ) The original Application or contract ; 2. ) Any and all statements allegedly related to this debt ; 3. ) Any and all signed receipts ; 4. ) Any and all canceled checks ; 5. ) Original date of default and collection activity begin 6. ). Whether you purchased the debt, and if so, the amount paid for the debt 7. ) The date ( s ) the debt allegedly accrued ; 8. ) An itemization of the costs, including an accounting, for any additional interest, charges, or other fees placed on this account. I want to request that EOS CCA Cease and Desist all further communications and collection actives and provide the verification of the purported debt.",Debt collection,Debt collection,True
"Attention Consumer Financial Protection Bureau, now this is the way will do this, your role is to investigate Fraud. Ok here we go, Transunion is committing Fraud, there 's an account XXXX XXXX XXXX XXXX showing an balance of {$26000.00}, acct number XXXX ... ... ... .Auto Loan. XXXX XXXX XXXX XXXX mailed me a XXXX copy of the submission date of this Pay-off, XX/XX/XXXX. What Transunion is TRYING to do, and notice I said Trying to do is sabotage my Credit Score, and show high Debt-to-Income Ratios that effects Adjusted Gross Income PERCENTAGES, I 'm not a XXXX, Transunion is committing FRAUD. Now if you, CFPB are refusing to investigate, I will call, and call the Director XXXX XXXX XXXX office as an advocate for Consumer Justice for XXXX AMERICANS. I 'm certain that the Consumer Financial Protection Bureau is n't participating in this FRAUDULENT effort by Transunion. A lot folks seem jealous, XXXX I brought a new truck, the XX/XX/XXXX XXXX was paid off, real Real simple XXXX XXXX XXXX paid TRUCK off, there is a XXXX Balance, TRANSUNION IS COMMITTINGFRAUD, and I would ask that the Consumer Financial Protection Bureau step in "" NOW ''! 
Also these XXXX have created a XXXX account that showing twice, they 've closed this CREDIT CARD account and this is hurting my credit score by XXXX to XXXX points. 
I 've contacted XXXX and they are sending me a letter stating that they are only reporting XXXX XXXX account, period, these XXXX XXXX are again attempting to sabotage my credit report, credit score to STOP THE FLOW OF CREDIT, FOR WHICH THEY WO N'T STOP! Listen up CFPB, I will continue to contact you via complaint internet until you folks investigate and I will starting calling XXXX office for assistance. I called XXXX office x-President of XXXX XXXX XXXX and it yielded2 % mortgage, XXXX Principle FORGIVENESS, I 'm an ADVOCATE FOR XXXX XXXX XXXX and I want stop Fighting, never will I allow Creditors to undo what XXXX XXXX, Congressman and Senator XXXX did for Consumers, NO NONOT ON MY WATCH, again I 'm a FIGHTER. Oh and Tell Transunion I 've just done another EQUITY Loan with XXXX to PAY OFF all credit cards, I 'm bring them down to a XXXX BALANCE AND THERE IS NOTHING, NOTHING THAT THEY CAN DO ABOUT! 
THIS will decrease DTI do to 17 %, WOW, WOW! 
Calling on you folks at the Consumer Financial Protection Bureau, let 's FINE these CROOKS TRANSUNION, Calling on your HELP! 
Bottomline CFPB, next response is that you folks have evidence from Transunion stating that ... ... ... XXXX XXXX XXXX XXXX states that this Auto/Truck is n't PAID-OUT realreal simple, the Question will be, does CFPB have evidence from TRANSUNION showing BALANCE NOT PAID OFF YES OR NO, Real simple! Also have them to submit to you CFPB DOCUMENTS showing that I have XXXX ... ... ... ... XXXX, Real simple HAVE TRANSUNION produce XXXX XXXX XXXX reporting. I 've not close my XXXX account these XXXX are hurting my credit score by about XXXX to XXXX spread points give or take XXXX to XXXX points calculations.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"For the second year in a row, I have submitted my Income Based Repayment Forms as per the Instructions for Submitting the Request included with the form ( see attached ). I sent it via fax in XX/XX/XXXX in order for it to be processed by XX/XX/XXXX. I believe it is absurd to have to submit the paperwork three ( 3 ) months in advance in order for it to be processed ; nevertheless I followed the instructions given. 
Once again, I am forced to resubmit the paperwork by email ( an option that is not available on the Instruction form ) and I have to wait 7-10 days for the email request to be processed. It will then apply to my XX/XX/XXXX statement, forcing me to agree to forbearance as I can not make the required payment for XX/XX/XXXX ( which is why I am asking for IBR option in the first place ). This means that the interest for this month will be capitalized to my student loan because of ACS 's negligence in processing my timely request for IBR. Attached are the forms I submitted on XXXX XXXX for my XXXX XXXX payment, along with the fax confirmation that ACS received the paperwork. 
In XX/XX/XXXX, the same thing happened. I submitted the paperwork in XX/XX/XXXX for IBR by mail and they also indicated they had not received it. I resubmitted by fax and again they indicated they did not received it. This caused negative reporting on my student loan and again, the only other option available was to request forbearance and have the interest capitalized on my loan. They processed my request in XXXX XXXX after multiple attempts to have my request processed. 
As you may know, it is hard enough dealing with repayment on student loans that ACS has to add to the burden by having unreliable methods of communication, requesting unreasonable efforts on behalf of the students to submit a simple form and by forcing students to have the interest capitalized when ACS has failed to process and IBR request by only offering forbearance as an option. 
Remove any negative reporting during XX/XX/XXXX, apply any interest capitalized as a result of ACS 's negligent servicing of my student loan to my loan principal, add the email address ACS uses to process the request to the "" Instructions for Submitting the Request ''.",Student loan,Student loan,True
"I tried to freeze my Experian Credit Report using the online form. I received a message stating I would have to send by USPS mail my information which included everything needed to steal my identity so I so not want to do this. When I called the customer service number I was asked my SSN which I do not want to give out over the phone. I repeatedly tried to get a human to talk with but then they disconnected my call. I have tried this several times. 

Is this legal? I should be able to talk with someone without giving out my SSN.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"My loan is through PennyMac. I pay it at the end of the month - that is when I have money to pay it. I have always paid it at that time. I have had multiple conversations where they acknowledge the request and that I am less than 30 days past the expected pay date. They keep calling me during the day, at work, during the month about that payment. They say the only way that I can get them to stop calling me at work, while I am working, on the only phone I possess ( a cell phone ) is to file a "" cease and desist '' letter. 

I have to pay a lawyer to get them to not call me at work, during the day. That is unacceptaable.",Mortgage,Debt collection,False
"I signed a promissory note and security agreement with XXXX ( XXXX XXXX XXXX XXXX XXXX ) in XXXX of XXXX. My contractual payments were automatically withdrawn from my checking account. However it seems that my loan was transferred to Santander Consumer USA in XX/XX/XXXX. As far as I know the terms of my contract did not change, but automatic payments were unilaterally terminated without my notice ; which resulted in my car being repossessed by Santander Consumer USA on XX/XX/XXXX. 

I did not agree to have my payments terminated, nor did I ever agree to any terms with Santander. The reason I had automatic withdrawals set up was so I did not have to worry about my payments. At the same time it would not occur to me that payments were not being made. If the transfer to Santander had never happened I would not have defaulted on my loan and my car would not have been repossessed.",Vehicle loan or lease,Vehicle loan or lease,True
"XX/XX/2015 I received a notice from XXXX collections that I owed {$170.00} to XXXX XXXX XXXX. It stated that if I paid {$99.00} it would settle the debt. I immediately went and got a money order and sent it to them. XX/XX/XXXX I was notified by my credit monitoring company I had a negative collection reported. I found that it was a totally different company saying I owe the {$72.00} balance, Franklin Collections Services. I called XXXX and got proof that I paid the settlement amount and it is a paid account. I submitted XXXX disputes to every credit bureau. XXXX and XXXX deleted it within days. XXXX on the other hand, I have filed XXXX disputes and they will not recognize that it is a duplicate that was incorrectly sold to another collection agency. I do n't understand how company 's can just say a person owes something when they have proof they paid it. This is unfair to all the people that pay their bills. Sadly, I still do n't even know where the bill came from! I just paid it because I wanted it to go away but I refuse to pay the balance after I paid the {$99.00} like I was told to do. XXXX is terrible and our government should not let these companies have as much leeway as they do. Collection agencies should have more restrictions on them. Being able to just charge someone for something because they want to is not fair credit reporting!",Debt collection,Debt collection,True
Creditor is reporting accounts that are invalid and unverified. XXXX have investigated this account and they concluded the account was not matching my records of being assigned to me. I would like proof these accounts were disputed per FCRA/ FDCPA. This is causing me anguish and its slandering my good name. Please block this account from my report so I can breathe again.,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"We have been trying to work with Wells Fargo Home Loans for a few years to get a Loan Modification. We have submitted many documents and were represented by an attorney at one point. We recently received numerous phone calls from a real  estate XXXX XXXX XXXX stating that they represent the new owner. 
We never received any notice of a foreclosure sale concerning our home. 
We were under the impression that XXXX XXXX XXXX was submitting documents for a loan modification on our behalf. 
We do not know to do in a situation like this. We are being harassed by two real estate agents.",Mortgage,Mortgage,True
The debt of {$21.00} was paid directly to XXXX account through the XXXX office. XXXX at XXXX confirmed that I in fact had a zero balance. I called Paramount Recovery at XXXX on XX/XX/2016 @ XXXX AM and spoke with XXXX who informed me that she spoke with their client and they told her I had an outstanding balance which was not the case. I explained that I had just gotten off the phone with them and they confirmed the zero balance. She insisted that I still owed the paid balance so I offered to conference the billing dept from XXXX in but XXXX declined my offer.,Debt collection,Debt collection,True
"I get a daily call from "" XXXX '' letting me know that I am eligible for a zero % interest rate and I must accept the call in order to prevent my card from being cancelled. The number calling is XXXX",Credit card or prepaid card,Credit card or prepaid card,True
My identity was stolen and the person has use it to get services in my name for them! Most of the inquiries are for apartments. I purchased a home XX/XX/2017 all the inquiries are for an apartment or loans! I have police reports and my photo is to prove it wasnt me!,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I filed bankruptcy over a year ago and it was discharged already. XXXX and XXXX ( the collection company were included. Now, XXXX has passed this debt to a company called Convergent. Once I filed for bankruptcy ; ALL COLLECTION IS SUPPOSE TO STOP. On XX/XX/XXXX, I found a collection notice in my mail from this Convergent company, this is a violation of federal law.",Debt collection,Debt collection,True
"Received notice from Equifax account had been compromised. went to site 2x, filled out form. received tag saying link would show up w/in two days. Nothing. phone number on site was dead. dug around, on XX/XX/XXXX called XXXX '' XXXX '' answered. got same line of "" please be patient. '' when pressed he ADMITTED Equifax did n't know IF it would-or when-be ABLE to provide the services promised.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I am writing to file a formal complaint against Portfolio Recovery Associates. I have notified this company with a cease and desist request however they still call me several times a day. I have also requested full debt validation and have not received acceptable proof that says I entered an agreement that requires me to pay PRA. Under the FDCPA and according to recent findings with the Federal Trade Commission, you must send valid proof of this debt and a printout of records is not valid. Please dont send back a print out. Provide me with a contractual agreement. 
The following accounts are in question : Account # XXXX Account # : XXXX",Debt collection,Debt collection,True
"I purchased a product from XXXX in the amount of {$750.00} on XX/XX/2015. The product came highly suspiciously, all the logos had stickers covering the product. Some of the products did not work. I then contacted the company for them to send out replacements. They said they would but first I had to provide evidence the product was not functional. They only made available an email address to send a video. Email is limited to XXXX attachment and I complained to the merchant. They ignored me so I initiated a credit card dispute. Bank of America was completely not a neutral party. First, they claim that the company not honoring the warranty does not apply to "" Not As Described '' and so they refused to initiate a dispute. I finally got them to accept the dispute, but they did n't apply it how I said to. Then, later, they demanded that I prove the product was defective by getting a third party opinion written on letterhead. When I claimed this was not possible and instead made and upload a youtube video with proof they said they were not going to accept video evidence. Finally, they said that I had to pay the $ XXXX to ship the product back to XXXX and that as long as I had the product they were not going to do any more on the dispute process.",Credit card,Bank account or service,False
"Back on XXXX XXXX I contacted AFNI INC because there was an XXXX account that was on my credit report. I had disputed it the month prior and had received investigation results from the credit bureaus stating that the account had been verified with the collection agency AFNI. Because I 've had my XXXX account since it was XXXX XXXX I was very disappointed and frustated to see that there is a debt owed to XXXX and that it was being verified. 

When I spoke with AFNI I spoke with a representative named XXXX. Besides the fact that it took 21 minutes to be able to get a hold of a regular collector, I was very concerned to hear that the debt stemmed from an account I co-signed for a friend from XXXX XXXX to XXXX XXXX. Although I did sign for this account, I was never once notified that there was ever any deficiency balance. Because the service lasted the entire 2 year contract with no notifications of any money owed, I asked where the bills were being sent to. I was given an address that I never lived at. 

When I asked the collector where the collection agency was sending the collection notices I was more shocked to hear they said it was my address I live at now. I was shocked to hear that because I 've only lived at my current address for 2 years. This debt originated in XXXX until XXXX. This was years before I lived at my current address. Furthermore, I 've never received any notices that they claimed were sent to my address. When I asked if they had ever tried calling me they also gave me XXXX numbers that did not belong to me. They did state that no phone contact was ever made. 

When I asked if I could simply pay the debt and have it removed from my credit report because I have never received any notification of the debt and therefore never given an opportunity to dispute the debt they said no because they never "" got any return mail. '' I then asked to speak to a supervisor. The supervisor who spoke with me was named XXXX. I re-explained the situation to XXXX on how I only found out about this debt because I saw it on my report recently. I was never notified about it by mail nor by phone and now that I am finding out about it trough the credit reporting, I would like to take care of it and have it removed from my credit report for that same reason. The supervisor said no because she claimed I was receiving notices and that they sent me the notices to my current address. Furthermore, she said that XXXX XXXX XXXX had provided an e-mail address of XXXXXXXXXXXX and therefore I had been contacted. I informed the supervisor that I 've never had that e-mail address and that now I was gravely concerned. I 've had the same yahoo e-mail address for over 10 years and that is n't it. She also said she got my address for this debt from XXXX XXXX XXXX which is highly unlikely since my current address did not exist at the time this debt originated from. After much arguing and deliberating back and forth, she simply tried to transfer me to another supervisor and then to the customer relations department. I was sent straight to a voicemail. 

I understand that this is possibly a debt I owe. I did sign for it many years ago and the possibility that a balance exists is something I wo n't deny even thought the fact that the phone service was completed raises many questions its even legitimate. My concern is that I 've never been given notification of the debt and therefore never been given the proper chance to dispute it or even acknowledge it 's legitimacy. As I quoted the law to the collection agency ( XXXX ) a statement that unless the consumer, within XXXX days after receipt of the notice, disputes the validity of the debt, or any portion thereof, the debt will be assumed to be valid by the debt collector ; The law says after receipt of notice not simply when they sent it. Because they have no proof that this was ever received by me, they are in violation.",Debt collection,Debt collection,True
"On XX/XX/17 I got an alert from Chase about increased activity and a "" corrupted pin number ''. I told agent which charges were not mine. She credited me. Then today I got another letter from Chase saying they were not crediting me, withdrew the money and added the fees because thief used a non-Chase atm! Manager at Chase stated there was "" no way my card was compromised "" if I still had it in my possession. I was told that the investigation did not include looking at the Chase ATM footage .He said "" other people have given friends their cards and Pins then falsely claim money was stole. '' He told me my case was closed and I would have to go to Police and get a subpoena to have someone look at the Chase ATM. It's not alot of money but its all I have. I had been an established customer for some years with this bank. I feel I was discriminated against and prejudged because I am a young female. How do I try to get it back,",Checking or savings account,Credit card or prepaid card,False
"I called ( XXXX ) XXXX to request my XXXX free annual credit report from TransUnion. Today I received a letter that states that "" the current mailing address you provided is not listed in our records '' and for that reason I would have to submit XXXX forms of verification of my current address. I am complaining because the last XXXX credit reports that I received from TransUnion were sent to me at my current address, and they DID include my current mailing address in the address history. I 've been at my current address for seven years and I have never requested that my current address removed. TransUnion 's record keeping is shoddy at best.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"XX/XX/2015 I detected, while checking my credit card activity in the website ( macys.com ), fraud activity in my account ( about {$480.00} ). Immediately after, I called the credit card dept. to let them know about the issue. They canceled my account, sent my another card with a different number, and told me not to pay the amount related to the fraud activity. I decided to pay the total amount of my debt, excluding the fraud activity, and stopped using that card. I have not use it since then.Days later I received a form where I should indicate all the charges that were not mine. I sent it three times, since I was told that they had not received them. Since then nothing has happened. I call the credit card dept., every week ; they have not answers. I have called the fraud department hundreds of times and nobody answers the phone. The waiting time is between 30 to 45 min. Who can wait that long waiting for someone to answer? The three or four times someone has answered the phone, during these eight months, they say that the problem will be solved in few days, and I am still waiting. Meanwhile, they have been charging late fees to my account every month affecting my credit scores. I honestly do n't know what else to do. The fraud activity, when you see the statement, is the following : XXXX XXXX Ats Online XXXX {$100.00} XXXX XXXX XXXX {$77.00} XXXX XXXX XXXX XXXX XXXX XXXX {$77.00} XXXX XXXX XXXX XXXX # XXXX XXXX {$76.00} XXXX XXXX XXXX XXXX XXXX XXXX {$61.00} XXXX XXXX XXXX XXXX XXXX XXXX {$77.00} Additionally, there are International Fees related to these charges for an amount of {$11.00}, which mean that they were made out of the United States. The first charge in the list, though, does n't have that fee.",Credit card,Credit card or prepaid card,False
Multiple inquiries appeared on my credit and they wo n't delete them when I have n't applied for anything in years,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I have a dispute with an account with Compass Bank with a merchant who refused to cancel a transaction and shipped the item ignoring my cancelation request. Today I received an email I believe violates my rights to service with the company for services I am entitled to as an account holder. Compass Bank states that because of disputes all of which are valid I run the risk of account closure which makes no sense. I have never read of being threatened with account closure for services included as an account holder.

The merchant taunted me throughout our communications and the package had been refused and forwarded back to the senders.

Order time & date : XXXX XX/XX/2018 Amount of {$46.00} The transaction was unauthorized when I initiated the cancelation!",Checking or savings account,Bank account or service,False
